"2012;11;2012.03.17.;0;0 Ft;44;1 764 310 Ft;3597;22 850 Ft;108791;1 470 Ft;39;45;57;77;81"
"2012;10;2012.03.10.;0;0 Ft;40;1 945 810 Ft;3671;22 450 Ft;103629;1 545 Ft;45;67;69;76;88"
"2012;9;2012.03.03.;0;0 Ft;46;1 593 475 Ft;4042;19 200 Ft;115633;1 305 Ft;2;18;43;48;53"
"2012;8;2012.02.25.;0;0 Ft;29;2 510 100 Ft;3152;24 455 Ft;104206;1 440 Ft;7;18;59;60;65"
"2012;7;2012.02.18.;0;0 Ft;42;1 645 995 Ft;4245;17 245 Ft;114130;1 245 Ft;3;29;66;79;83"
"2012;6;2012.02.11.;0;0 Ft;9;7 636 755 Ft;1754;41 490 Ft;66765;2 120 Ft;40;54;60;64;65"
"2012;5;2012.02.04.;0;0 Ft;40;1 622 215 Ft;3754;18 300 Ft;102901;1 300 Ft;4;15;24;78;82"
"2012;4;2012.01.28.;0;0 Ft;108;604 185 Ft;6317;10 935 Ft;134355;1 000 Ft;7;21;48;55;82"
"2012;3;2012.01.21.;0;0 Ft;21;2 929 435 Ft;2626;24 805 Ft;83456;1 520 Ft;10;30;44;65;66"
"2012;2;2012.01.14.;0;0 Ft;28;2 459 350 Ft;2837;25 700 Ft;85851;1 650 Ft;12;41;59;61;66"
"2012;1;2012.01.07.;0;0 Ft;22;2 649 905 Ft;2144;28 790 Ft;75194;1 595 Ft;45;56;65;81;83"
